TradeDate,SPY,GLD,AMZN,GOOG,KPTI,GILD,MPC
30-05-2019,0.002727473,0.006761237,-0.001578868,0.001333677,-0.042343327,-0.000473503,-0.039130924
31-05-2019,-0.013566904,0.013386857,-0.022972618,-0.012891856,-0.024519677,-0.017358508,-0.024061288
03-06-2019,-0.00254613,0.014329651,-0.047520884,-0.063015643,-0.050920042,0.021926539,0.024485746
04-06-2019,0.021474403,0.000319675,0.02154813,0.016101654,0.00558136,0.010785546,0.028447862
05-06-2019,0.008624848,0.002553666,0.005155598,-0.010337736,0.012903437,0.001863976,-0.016635922
06-06-2019,0.006481622,0.003262354,0.009081437,0.002032049,-0.005509694,-0.011079194,0.008560442
07-06-2019,0.009957305,0.005624438,0.027918958,0.020565811,0.0450121,0.025102015,-0.023347297
10-06-2019,0.004578439,-0.010003215,0.030892075,0.01336195,0.036304772,0.011713898,0.01457718
11-06-2019,-0.000242294,-0.001197569,0.00164859,-0.00153771,-0.057657877,-0.000302591,0.001885808
12-06-2019,-0.001766805,0.0051791,-0.004506574,-0.001567846,-0.023658996,0.010234892,-0.016888711
13-06-2019,0.004117769,0.006100694,0.008041713,0.010841357,0.057260752,0.003139706,0.01960641
14-06-2019,-0.00110558,-0.000316013,-0.000336904,-0.003146144,-0.006980824,-0.009448848,0.001251775
17-06-2019,0.000380158,-0.000632265,0.008712138,0.006566155,0.047872344,0.011089547,0.015517018
18-06-2019,0.010416578,0.005047324,0.00810057,0.010108893,-0.013445568,0.016260499,0.018912619
19-06-2019,0.002254651,0.006038971,0.003894878,-0.00115146,0.005063337,0.000879455,0.000402829
20-06-2019,0.009508962,0.024866155,0.004912449,0.008212435,0.039609101,0.004531142,0.045081955
21-06-2019,-0.006306553,0.006613693,-0.003598338,0.009367337,0.039656268,0.011743485,0.013574419
24-06-2019,-0.00122519,0.014741593,0.001359393,-0.005685172,-0.014095719,-0.007813684,-0.020334508
25-06-2019,-0.009856359,0.001939245,-0.018791907,-0.026497251,-0.073622818,-0.005243137,-0.004078054
26-06-2019,-0.000997913,-0.009207654,0.010359954,-0.006047547,0.028453816,-0.026636718,0.053421787
27-06-2019,0.003539701,-0.000978179,0.003392895,-0.00351612,0.011484978,0.005980902,0.002947135
28-06-2019,0.005132603,0.002706366,-0.005608375,0.004543546,-0.023103395,0.007130092,0.027394042
01-07-2019,0.009037549,-0.019559428,0.014969506,0.01564145,-0.056667509,0.003988546,-0.013693946
02-07-2019,0.00260092,0.021134814,0.006285573,0.012040748,0.144513294,0.014780316,-0.011495378
03-07-2019,0.007963334,0.001647703,0.002421672,0.009252858,0.307664568,0.002321586,-0.003124752
05-07-2019,-0.001138521,-0.011212861,0.002014491,0.008885327,-0.00971424,-0.006834917,0.010074254
08-07-2019,-0.005509973,-0.006453396,0.004831515,-0.01355928,-0.054824253,-0.01544028,-0.009706125
09-07-2019,0.001245754,0.003497622,0.018261645,0.007567461,-0.045378768,0.003993152,0.005505597
10-07-2019,0.004766652,0.015664164,0.014534501,0.013817335,-0.022843611,-0.004289644,0.00620327
11-07-2019,0.002341492,-0.008479433,-0.008132517,0.003265199,-0.023377666,-0.019005385,0.008331856
12-07-2019,0.00446696,0.006235244,0.0049501,0.00060291,0.053721305,0.001056998,0.000721257
15-07-2019,0.000332578,0,0.004955375,0.004740203,0.045047166,0.026950154,-0.011785064
16-07-2019,-0.003230487,-0.008498565,-0.005502504,0.002812591,-0.060103898,-0.016739851,0.015383499
17-07-2019,-0.006828279,0.016331234,-0.008930748,-0.006287152,-0.003799844,-0.000298883,-0.024912624
18-07-2019,0.003654215,0.014019221,-0.007118546,-1.75E-05,0.060325952,0.004324184,0.019148925
19-07-2019,-0.005570394,-0.014836918,-0.006787738,-0.014259394,-0.008398333,-0.032819553,-0.002169963
22-07-2019,0.002453428,-0.000148775,0.010688296,0.007027695,0.003607909,-0.002000728,-0.00036213
23-07-2019,0.007124626,-0.005668655,0.004452127,0.007127015,0.056024041,0.022695328,0.008834419
24-07-2019,0.004688534,0.005073447,0.003163754,-0.0073554,0.009039601,0.003607909,0.033710064
25-07-2019,-0.004788525,-0.007095119,-0.013581404,-0.005013437,-0.036659391,-0.004813482,-0.019629073
26-07-2019,0.006677687,0.001647579,-0.015711796,0.099379548,0.012753867,0.009006343,0.005999668
29-07-2019,-0.001822853,0.006637601,-0.015873812,-0.008836037,-0.003462287,0.014096302,-0.012035549
30-07-2019,-0.002457706,0.003339374,-0.007305199,-0.011580352,0.026242293,-0.011559204,0.015723306
31-07-2019,-0.011000725,-0.013199707,-0.016864881,-0.006929253,-0.007914082,-0.023679559,-0.011636236
01-08-2019,-0.008746055,0.023738203,-0.006157878,-0.006324031,0,-0.000763347,-0.018434505
02-08-2019,-0.007558002,-0.003819353,-0.017442026,-0.012501219,-0.060837523,-0.007974345,-0.031935209
05-08-2019,-0.030534562,0.013885008,-0.032390788,-0.035523377,-0.054536445,-0.024784939,-0.05658813
06-08-2019,0.013925492,0.008095529,0.012778225,0.015183716,0.055742018,0.00973777,-0.02154478
07-08-2019,0.00059056,0.015075487,0.003110704,0.003447224,0.047067466,-0.001564187,-0.029883498
08-08-2019,0.019430085,0.005022054,0.021780691,0.025905423,0.047146788,0.014607853,0.028470932
09-08-2019,-0.00683483,-0.003321684,-0.013905054,-0.014033972,-0.028923066,0.006458552,-0.023083469
12-08-2019,-0.012248037,0.009651774,-0.012615289,-0.011258371,-0.014781408,-0.019502218,-0.043071909
13-08-2019,0.015432019,-0.005977347,0.021844638,0.019022706,0.013652185,0.004989151,0.017112782
14-08-2019,-0.030013509,0.006818297,-0.034224067,-0.027932489,-0.030983598,-0.018522019,-0.054927739
15-08-2019,0.002638292,0.006632923,0.007437015,0.002547638,0.025317839,-0.003968574,0.017105836
16-08-2019,0.014647209,-0.006422796,0.009219107,0.008819318,0.030220487,0.004285388,0.017900493
19-08-2019,0.011975712,-0.011765243,0.01305204,0.017550566,0.01856963,0.015245894,0.03382222
20-08-2019,-0.007692048,0.007765153,-0.008149314,-0.013237559,-0.001082862,-0.010505812,-0.023062487
21-08-2019,0.008102547,-0.003169437,0.012226648,0.007211721,0.008630137,0.010817675,0.01085691
22-08-2019,-0.000307884,-0.002542738,-0.010407461,-0.00144488,-0.016242974,0.001402477,-0.007224854
23-08-2019,-0.026023122,0.019400436,-0.030973609,-0.032675209,-0.051523158,-0.026988191,-0.02439411
26-08-2019,0.010997733,0.000138745,0.010942303,0.015171506,0.020478566,0.007808209,0.006100293
27-08-2019,-0.003931346,0.00952523,-0.003987905,-0.000898734,-0.021628679,0.00490859,-0.015541498
28-08-2019,0.007016909,-0.002820513,0.001372654,0.002719321,0.023878343,0.005198878,0.021820634
29-08-2019,0.012692044,-0.007190356,0.012476764,0.018470201,0.011173343,0.00172699,0.047010436
30-08-2019,-0.000444334,-0.002570572,-0.005675494,-0.003990009,-0.040821955,-0.003299541,0.013296661
03-09-2019,-0.00586439,0.013817146,0.00759927,-0.016728627,-0.040147085,-0.009011201,0.008700112
04-09-2019,0.011286478,0.006224182,0.006004836,0.011081924,0.027333792,0.004752849,0.020339694
05-09-2019,0.01277346,-0.02429384,0.022025736,0.02505154,0.102425391,0.012408816,0.035295494
06-09-2019,0.000771915,-0.008559662,-0.003924616,-0.005338691,0.013662863,0.011794087,-0.000190535
09-09-2019,0.000503227,-0.00374148,-0.001178781,-0.00043167,0.011416799,0.023028118,0.020934297
10-09-2019,-0.000234794,-0.008594766,-0.005914706,0.001319249,0.062019956,0.011243653,0.016657755
11-09-2019,0.007085812,0.006045366,0.001339325,0.011681131,0.008691431,0.014797547,-0.006814631
12-09-2019,0.003457823,0.002054249,0.011215082,0.011473269,0.01715965,-0.025589037,-0.01714864
13-09-2019,-0.000664073,-0.00831364,-0.002286294,0.004293027,0.04165339,0.002408129,0.001878331
16-09-2019,-0.003093533,0.00831364,-0.017274049,-0.006685964,0.071709091,-0.00966774,-0.016651304
17-09-2019,0.002528815,0.00197935,0.008103903,-0.001747668,-0.015306447,0.004392297,0.018900582
18-09-2019,0.000597962,-0.006305142,-0.002796746,0.002648736,0.003421728,-0.006823849,0.006531673
19-09-2019,-6.65E-05,0.004042646,0.002220437,0.005098854,-0.033872135,0.003645172,0.002971768
20-09-2019,-0.009343327,0.011751169,-0.015123373,-0.007113183,-0.053527532,0.006949705,0.021648256
23-09-2019,-0.000234731,0.005580782,-0.004950469,0.003327959,-0.064476308,-0.010442695,0.012265672
24-09-2019,-0.007877755,0.005272992,-0.024776531,-0.012451304,-0.011497325,-0.017960507,-0.005392773
25-09-2019,0.005897336,-0.018719501,0.015225609,0.022521728,0.018924921,-0.005591823,0.080818881
26-09-2019,-0.00208535,-0.000282128,-0.016242438,-0.004123953,-0.02245047,-0.014117846,0.011406002
27-09-2019,-0.005401789,-0.005161728,-0.008305278,-0.013217449,-0.009123242,-0.006339129,0.025638238
30-09-2019,0.004627042,-0.015647106,0.006043934,-0.004983432,-0.020576839,0.007602183,-0.027118625
01-10-2019,-0.011966038,0.005457893,-0.000149794,-0.01146832,-0.041385254,-0.002527645,-0.00610914
02-10-2019,-0.01782257,0.011606023,-0.013001531,-0.023908106,0.065012495,-0.02563425,-0.019736387
03-10-2019,0.008159414,0.004520416,0.006510321,0.009473652,0.046612237,0.009850715,0.013423007
04-10-2019,0.013441359,0,0.00879317,0.017665496,0.017291527,0.005288927,0.012257925
07-10-2019,-0.004323993,-0.008563635,-0.004026138,-0.001092363,-0.001906622,0.002713677,-0.005613357
08-10-2019,-0.015646501,0.0087046,-0.015793628,-0.015479257,-0.091358076,-0.016717974,-0.009649082
09-10-2019,0.009451572,0.000915624,0.009616401,0.011022804,0.030375575,0.004689924,0.012294584
10-10-2019,0.006740719,-0.008767683,-0.001005145,0.005275863,0.013098436,0.020441446,0.022370088
11-10-2019,0.010313596,-0.00555477,0.006755197,0.005593721,0.020803132,0.011473656,0.02377452
14-10-2019,-0.001114387,0.00399115,0.002600667,0.001389518,-0.008862703,0.008093436,-0.004424767
15-10-2019,0.009851609,-0.006995002,0.017666914,0.021032009,0.033076961,0.012171799,0.014309603
16-10-2019,-0.001607324,0.005713915,0.005670304,0.00050671,0.000956502,0.000765334,-0.021462153
17-10-2019,0.002944738,0.001423365,0.005638265,0.007553922,0.037527821,-0.001837879,0.022242417
18-10-2019,-0.004386772,-0.001067306,-0.016908756,-0.006067478,-0.014842559,-0.004917786,0.01609445
21-10-2019,0.006756294,-0.00478155,0.015890074,0.000529799,0.040298542,0.004611066,-0.007241403
22-10-2019,-0.003272058,0.002928704,-0.011223922,-0.00269188,0.020436032,0.009918469,0.007855291
23-10-2019,0.002905361,0.002351028,-0.002018162,0.013054072,-0.023132725,0.010872973,0.010530466
24-10-2019,0.001632621,0.00709072,0.010505458,0.001476109,-0.00090043,-0.008749518,0.007260593
25-10-2019,0.004086625,0.00232896,-0.010982306,0.003277769,0.008075342,-0.041453512,0.024711047
28-10-2019,0.005620718,-0.00863723,0.008902363,0.019467331,0.00889689,0.006454172,-0.006342676
29-10-2019,-0.000296768,-0.002776885,-0.008119168,-0.021453295,0.02016732,-0.004403196,0.006489622
30-10-2019,0.003062563,0.00547521,0.009755365,-0.001053886,0.007782071,-0.004739333,-0.027272299
31-10-2019,-0.002666892,0.009948845,-0.001872524,-0.000936031,0.007722059,0.008828649,-0.034427891
01-11-2019,0.009221284,0.000912347,0.008284517,0.01075844,0.069334707,0.014801307,0.038649196
04-11-2019,0.004009656,-0.002880151,0.007352494,0.01374622,0.06034311,0.008469988,0.021874262
05-11-2019,-0.001106759,-0.016312332,-0.001636035,0.000510981,0.061860417,0.002756515,-0.022325677
06-11-2019,0.000227989,0.004281069,-0.003302282,-0.000178015,-0.010642145,0.000305876,-0.0330508
07-11-2019,0.003510557,-0.015643206,-0.00422441,0.013119886,0.031592645,-0.022417334,0.030186943
08-11-2019,0.002463087,-0.006384734,-0.001298206,0.00191587,0.017129572,0.021958486,-0.000301882
11-11-2019,-0.00191157,-0.002404824,-0.007999964,-0.00933144,0.037337635,-0.011382955,-0.007882476
12-11-2019,0.002105756,0.002695875,0.003577808,-0.000300149,0.010416751,-0.004962785,-0.01240346
13-11-2019,0.000323592,0.003994073,-0.014097792,-0.000616181,-0.022929235,-0.015511441,-0.010065923
14-11-2019,0.001454722,0.004194711,0.000849552,0.010316372,0.017408841,0.00755076,0.003107958
15-11-2019,0.007210321,-0.002529111,-0.008648936,0.017692915,0.015829815,0.019553669,0.003716986
18-11-2019,0.000737341,0.002962025,0.007468514,-0.010672043,-0.010309421,-0.012059496,-0.002321467
19-11-2019,-0.000288473,0.000504903,0.000148352,-0.003975477,0.010309421,0.010983158,-0.042573127
20-11-2019,-0.003725727,0.000504538,-0.004150575,-0.009478677,0.03866581,-0.001847902,-0.000808722
21-11-2019,-0.001610203,-0.005492097,-0.006218021,-0.001305539,-0.007117453,0.013016126,0.023033687
22-11-2019,0.002221408,-0.001885795,0.006326831,-0.004628986,0.010503654,-0.007176169,-0.014012985
25-11-2019,0.007720326,-0.00480318,0.015979608,0.008723995,0.04682721,0.029591517,0.00112188
26-11-2019,0.002263102,0.00480318,0.012938517,0.005236256,-0.018349108,0.000892157,-0.012248375
27-11-2019,0.004447636,-0.005314014,0.011932304,-0.000426461,0.011876669,-0.002380894,-0.003248289
29-11-2019,-0.003715571,0.006184806,-0.009786452,-0.006134613,0.033665391,0.001786174,-0.01359454
02-12-2019,-0.00853103,-0.000507944,-0.010719214,-0.011592124,-0.026020593,-0.016796962,0.003785694
03-12-2019,-0.006729132,0.009534253,-0.006554898,0.004146676,-0.024011752,-0.000756533,-0.013896008
04-12-2019,0.006151301,-0.001366777,-0.005251181,0.019313863,0.079280799,0.010239516,0
05-12-2019,0.001796361,0.000575718,-0.011544818,0.005731168,-0.033251873,-0.01236072,-0.00300301
06-12-2019,0.009092587,-0.009977705,0.006368716,0.009360248,-0.068788214,0.017292386,0.005830958
09-12-2019,-0.003149077,-0.000290649,-0.001193888,0.002190661,-0.024232394,-0.002238663,-0.029842903
10-12-2019,-0.001115717,0.0028307,-0.00590479,0.000818367,0.040671031,0.002238663,0.00409903
11-12-2019,0.002834669,0.006861936,0.00545311,0.000267679,0.008418648,0.010381184,-0.026949248
12-12-2019,0.008582085,-0.003533485,0.006617192,0.00389569,0.018098604,-0.002215517,0.032558201
13-12-2019,0.000598952,0.004468873,0.000346458,-0.001808728,-0.015109111,-0.027887875,-0.006632103
16-12-2019,0.006846522,-7.20E-05,0.004685373,0.009848797,0.014226664,0.005307558,0.035861741
17-12-2019,0.000219091,-0.00021578,0.012051189,-0.004454649,0.004697597,0.001209102,0.007543478
18-12-2019,6.25E-05,7.20E-05,-0.003709419,-0.001846559,0.053049239,-0.007885947,-0.004913198
19-12-2019,0.004090616,0.002586213,0.004613702,0.002525268,0.027398974,-0.005955571,0.003605399
20-12-2019,-0.000529847,0.00100394,-0.00323017,-0.004767899,-0.008141137,0.023612382,0.007821443
23-12-2019,0.001526568,0.003077203,0.003631796,-0.000555879,0.04423849,-0.001496983,-0.015539705
24-12-2019,3.12E-05,0.009387789,-0.002116035,-0.003922087,0.021151154,-0.000449521,0.00509746
26-12-2019,0.005309143,0.007826591,0.043506311,0.012455941,0.003821213,-0.004958343,-0.008234565
27-12-2019,-0.000247808,-0.000351256,0.000551028,-0.006275168,-0.021329392,-0.006649601,-0.001489453
30-12-2019,-0.005528476,0.002105581,-0.012328348,-0.011718753,-0.016234945,-0.015587062,-0.011828591
31-12-2019,0.002426351,0.001891143,0.00051422,0.0006584,0.012070445,0.000769811,0.009673222
02-01-2020,0.009308464,0.007320954,0.026788603,0.022445912,-0.023754127,0.003839955,0.027179143
03-01-2020,-0.007601048,0.013181266,-0.01221333,-0.004919282,-0.02707258,-0.002455928,-0.061281037
06-01-2020,0.003807793,0.010434869,0.014775887,0.024358017,0.013627903,0.008874015,-0.000171719
07-01-2020,-0.002815738,0.003927428,0.002089372,-0.000624201,-0.000812425,-0.00810586,0.015678545
08-01-2020,0.005315384,-0.007529803,-0.007839304,0.007849444,0.008900985,0.010388121,-0.01053892
09-01-2020,0.006757764,-0.005667684,0.004787792,0.010983954,0.031454915,0.000607616,0.014757268
10-01-2020,-0.002881854,0.006008108,-0.009455156,0.006948486,-0.044700187,-0.012378818,0.013878692
13-01-2020,0.006853806,-0.007447145,0.004313214,0.006622633,-0.063758793,-0.011133581,-0.010013473
14-01-2020,-0.001525786,-0.000891941,-0.01162556,-0.005818592,0.036450471,-0.001711939,0.003683266
15-01-2020,0.002257307,0.005817289,-0.003976959,0.005797727,0.028667921,-0.001558823,-0.028992436
16-01-2020,0.008283978,-0.001570741,0.00851347,0.00864788,0.023100695,-0.014140027,-0.01037537
17-01-2020,0.003107697,0.001843725,-0.007064508,0.019570327,-0.099887763,-0.003487105,-0.011186962
21-01-2020,-0.001960119,0.001090984,0.014523579,0.00270509,0.028920464,-0.005572795,-0.012558741
22-01-2020,0.000120755,0.000340598,-0.002402481,0.001043599,-0.017832015,0.012219472,-0.003744972
23-01-2020,0.001146216,0.002245599,-0.001527028,0.000471017,0.006363956,0.008481237,-0.011500565
24-01-2020,-0.008932859,0.005828554,-0.012247134,-0.013503512,-0.049655599,-0.012432249,-0.015298061
27-01-2020,-0.016159271,0.006802126,-0.018049395,-0.022623749,-0.038614836,0.010710455,-0.033401759
28-01-2020,0.010424654,-0.008966868,0.013532422,0.012929536,0.066701494,0.008269004,0.004354822
29-01-2020,-0.000826367,0.005403248,0.002559786,0.004170085,-0.031425578,-0.000932653,0.012392195
30-01-2020,0.003240099,6.73E-05,0.006801389,-0.001914612,-0.018101435,-0.004207974,0.014082099
31-01-2020,-0.018324781,0.005775708,0.071195659,-0.014954924,0,-0.013047391,0.002756116
03-02-2020,0.007401084,-0.006516878,-0.002252734,0.035419423,0.036478232,0.048790161,-0.045803776
04-02-2020,0.015126295,-0.013094308,0.022433812,-0.026506744,0.047794627,0.015550566,0.025226525
05-02-2020,0.01148184,0.001228556,-0.004792689,0.000801322,0.024456566,-0.022961896,0.039480047
06-02-2020,0.003359207,0.005373934,0.005065895,0.01914942,-0.044577991,0.034908024,-0.001441475
07-02-2020,-0.00534391,0.002642363,0.014069722,0.002030142,0.00289946,0.009629541,-0.013981171
10-02-2020,0.007437596,0.002567949,0.025934242,0.019713463,0.025158481,0.001740826,0.006924245
11-02-2020,0.00173155,-0.003447892,0.007883952,7.29E-05,-0.027477376,-0.017989454,0.030226725
12-02-2020,0.006422106,-0.000813078,0.004268333,0.006263511,-0.02348902,-0.012026055,0.037518481
13-02-2020,-0.001067536,0.005677304,-0.004700792,-0.002380528,-0.046208843,-0.0022429,0.009626009
14-02-2020,0.001600832,0.004169722,-0.00700162,0.004006038,-0.043886189,0.01131293,-0.01985974
18-02-2020,-0.002580326,0.012737351,0.009695734,-0.000703817,0.060548127,-0.008174162,-0.032407027
19-02-2020,0.004769841,0.005814286,0.006726988,0.00460872,-0.001224768,0.005060986,0.021374279
20-02-2020,-0.004116709,0.00407634,-0.007919822,-0.00560945,0.005499565,-0.005210261,0.043584681
21-02-2020,-0.010351661,0.014913456,-0.02689227,-0.022003671,-0.019692925,0.039507655,-0.018930078
24-02-2020,-0.033727841,0.008945003,-0.042234994,-0.043712894,-0.084246696,0.044888386,-0.056710884
25-02-2020,-0.030770751,-0.018035935,-0.018358011,-0.023587958,-0.019113191,-0.039165888,-0.050474059
26-02-2020,-0.003684996,0.00436098,0.003466301,0.003400961,-0.008999722,0.063557279,-0.016130884
27-02-2020,-0.045951468,0.000194816,-0.04933331,-0.055405249,0.067229611,-0.027688974,-0.086680982
28-02-2020,-0.004210391,-0.037176019,-0.000291954,0.015985763,0.060548127,-0.046480736,-0.010697578
02-03-2020,0.042395005,0.005511084,0.036588469,0.036493788,0.528538051,0.083496954,0.006516079
03-03-2020,-0.029050362,0.03095039,-0.023278638,-0.034956843,-0.116363595,-0.015908396,-0.055127012
04-03-2020,0.041173637,0.00175299,0.03441424,0.033090624,0.075120676,0.023966039,0.015596206
05-03-2020,-0.03380675,0.021370951,-0.026566581,-0.049892796,-0.018209894,0.001577431,-0.107348392
06-03-2020,-0.016669276,0.000380889,-0.011994572,-0.015763764,-0.043025813,0.052330506,-0.051280462
09-03-2020,-0.081312523,0.001648875,-0.0543019,-0.065935541,-0.139602091,-0.087215443,-0.146348127
10-03-2020,0.050450587,-0.021327152,0.049413812,0.051959806,0.060192018,-0.016180256,0.020486545
11-03-2020,-0.049976738,-0.003566704,-0.038230391,-0.052083234,-0.084379265,0.018625582,-0.096005665
12-03-2020,-0.100568861,-0.040705604,-0.08253502,-0.086307782,-0.137575047,-0.072001784,-0.314833108
13-03-2020,0.082028092,-0.030991553,0.062644526,0.089855792,0.000540115,0.031151563,0.08497059
16-03-2020,-0.115886537,-0.011512126,-0.055192957,-0.117667263,-0.115490873,-0.026496336,-0.205542498
17-03-2020,0.052584921,0.013464426,0.067907285,0.032187897,0.067941806,0.078411301,0.00049265
18-03-2020,-0.051959751,-0.020123107,0.012183223,-0.020753248,-0.086290897,0.063682702,-0.19222259
19-03-2020,0.002122723,-0.019086493,0.027450397,0.016717602,0.16624645,-0.011014799,-0.001792692
20-03-2020,-0.049913373,0.014884383,-0.018696493,-0.03929002,-0.065898532,-0.069720617,0.125198405
23-03-2020,-0.025900755,0.043231496,0.030272358,-0.014749346,0.020448396,-0.008912125,-0.131197132
24-03-2020,0.086730994,0.04738952,0.019397277,0.071081603,0.10234719,0.018421732,0.051594041
25-03-2020,0.014859234,-0.013784208,-0.028366179,-0.028585483,0.017621631,-0.059898077,0.18754601
26-03-2020,0.056748699,0.012740715,0.03626747,0.05235624,0.02963883,0.0585451,0.091815805
27-03-2020,-0.03023826,-0.006481449,-0.028734293,-0.044928074,-0.080906621,-0.013768906,0.000432069
30-03-2020,0.031959525,0.00439099,0.033051223,0.031993433,0.022223164,0.041409356,0.04971539
31-03-2020,-0.015017587,-0.032364822,-0.007271969,0.013846692,-0.041300868,-0.015528856,-0.029616307
01-04-2020,-0.046049041,0.009411793,-0.021787455,-0.050433281,-0.061731411,-0.030558498,-0.123781085
02-04-2020,0.022813183,0.016260501,0.0058173,0.013672115,0.001659789,0.059821179,0.01663134
03-04-2020,-0.014559672,0.00492531,-0.006399314,-0.020697322,-0.015037903,0.015851813,-0.056216345
06-04-2020,0.065006737,0.027333534,0.046625149,0.077980702,0.071458949,-0.006156178,0.140671874
07-04-2020,0.001018961,-0.005368871,0.006988976,-0.00034552,-0.029694625,-0.040162946,-0.025439965
08-04-2020,0.033017295,-0.008947882,0.015488903,0.019835529,0.036982596,0.004276362,0.076928101
09-04-2020,0.015102738,0.025788169,-0.000117476,0.000966187,0.06281894,-0.019933262,0.052875741
13-04-2020,-0.009172088,0.016995106,0.059904509,0.005030955,-0.017690909,0.023792999,-0.011774047
14-04-2020,0.029066323,0.007837302,0.051424205,0.041561498,0.075417402,0.032284072,0.037579449
15-04-2020,-0.021477092,-0.005115018,0.010612107,-0.005340306,-0.051414301,-0.040956017,-0.09234878
16-04-2020,0.004812696,-0.000865369,0.042632742,0.000791785,0.06873466,0.025270958,-0.088452956
17-04-2020,0.026656962,-0.019608467,-0.013877966,0.015534042,0.057509871,0.092884227,0.147948599
20-04-2020,-0.017775025,0.007100854,0.007805294,-0.013051894,0.06642981,-0.033043802,-0.023858005
21-04-2020,-0.030833763,-0.006848673,-0.027741606,-0.040497707,-0.056242974,-0.034173215,-0.046539223
22-04-2020,0.021951827,0.019479889,0.015078211,0.037809748,0.048226945,0.034788278,0.04007978
23-04-2020,-7.17E-05,0.009905644,0.015100188,0.010317079,-0.006864556,-0.044384667,0.049387874
24-04-2020,0.013842458,-0.00429473,0.004478493,0.002347768,0.020056829,0.023632158,-0.006963289
27-04-2020,0.014315485,-0.00666259,-0.014299616,-0.002684775,0.002776115,0.0032594,0.026433277
28-04-2020,-0.004609027,-0.004466516,-0.026406167,-0.033642638,-0.046614299,-0.015514007,0.072188749
29-04-2020,0.025841699,0.005518192,0.025020511,0.083779965,-0.042379222,0.055264061,0.15027404
30-04-2020,-0.009354282,-0.018282684,0.041803529,0.005338065,-0.046520067,0.010290872,-0.029486136
01-05-2020,-0.026830162,0.006152293,-0.079015194,-0.021017792,-0.131137069,-0.049415398,-0.092695213
04-05-2020,0.002754429,0.003498676,0.013016158,0.004676325,0.066991566,0.003745361,0.075401868
05-05-2020,0.009196902,0.00423207,0.000781243,0.018156401,-0.052108099,-0.013928334,-0.012446349
06-05-2020,-0.006801802,-0.012938939,0.014332878,-0.00282384,-0.020067532,-0.021327648,-0.053086428
07-05-2020,0.011994593,0.015234124,0.006929694,0.018575026,0.011369596,0.001805512,0.041458432
08-05-2020,0.0164108,-0.006028428,0.005055601,0.011452742,-0.027613048,-0.001547425,0.070551052
11-05-2020,0.000205141,-0.006253147,0.01227507,0.010667714,0.083085707,0.041828135,-0.010041101
12-05-2020,-0.020132891,0.003881525,-0.021843334,-0.019806347,-0.06321062,-0.035909447,-0.015098166
13-05-2020,-0.017844129,0.009576645,0.00464351,-0.019383621,-0.032634419,-0.011483249,-0.036678151
14-05-2020,0.01189627,0.008811128,0.00880022,0.005026918,-0.011840893,0.002203719,-0.005166297
15-05-2020,0.004586433,0.005627948,0.00872335,0.012501399,0.031444113,-0.012639444,-0.0192848
18-05-2020,0.030005008,-0.007592898,0.006815512,0.007798004,-0.021209683,-0.019865571,0.142770803
19-05-2020,-0.010324295,0.00960394,0.009463569,-0.007583166,-0.055363119,-0.032905835,-0.012959166
20-05-2020,0.016845335,0.002371467,0.019651819,0.023909438,0.094253978,0.021200317,0.065081843
21-05-2020,-0.006927886,-0.014683616,-0.020709846,-0.002790458,-0.015061256,-0.005292086,-0.031170668
22-05-2020,0.001897268,0.005899401,-0.004038038,0.005417289,0.077503511,-0.002179294,-0.003367922
26-05-2020,0.012245272,-0.014316858,-0.0061826,0.004668525,-0.068128427,-0.002183949,0.034810203
27-05-2020,0.014769397,0.00180081,-0.004747369,0.000578474,-0.025198259,0.023231747,-0.006811087
28-05-2020,-0.001846654,0.003344745,-0.003861509,-0.000783177,-0.000531786,0.005591789,-0.039023945
29-05-2020,0.004446009,0.007331471,0.017041921,0.00856756,-0.016626796,0.032781285,-0.001137683
01-06-2020,0.004033588,0.004593204,0.011670203,0.00202738,-0.076982613,-0.034907761,0.037972195
02-06-2020,0.008246055,-0.006497893,0.000554217,0.005154955,0.054558931,-0.025604437,0.03287823
03-06-2020,0.013220475,-0.018622511,0.002419803,-0.001975217,-0.026907427,0.015441176,0.022802689
04-06-2020,-0.002630169,0.010471254,-0.007207889,-0.016991415,0.011299491,0.041337982,-0.014354918
05-06-2020,0.025306602,-0.02048369,0.009062244,0.018389795,-0.00394032,-0.010240558,0.088499938
